device_key,issue,electrical_use_policy,thermal_use_policy
PERFORM2019:AC:529:651:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:529:651:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:530:858:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:531:532:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:531:1401:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:532:901:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:533:1419:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:534:1419:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:534:1488:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:535:541:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:535:544:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:535:544:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:535:544:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:535:544:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:535:757:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:535:757:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:536:546:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:536:546:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:536:757:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:536:757:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:536:757:3,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:536:1574:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:536:1574:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:536:1574:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:536:1574:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:537:538:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:537:771:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:537:781:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:538:781:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:539:540:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:539:758:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:539:1488:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:542:781:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:543:781:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:544:755:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:544:755:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:544:755:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:544:755:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:545:755:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:546:1518:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:547:594:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:547:594:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:547:594:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:547:594:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:547:594:3,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:547:594:4,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:547:897:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:547:897:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:547:897:3,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:547:900:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:548:733:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:548:734:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:549:737:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:549:737:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:549:737:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:549:737:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:549:739:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:549:739:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:549:739:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:549:739:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:550:1164:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:550:1164:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:550:1165:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:550:1165:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:550:1165:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:550:1165:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:550:1170:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:XFMR:550:1489:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:XFMR:550:1489:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:551:1539:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:551:1539:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:552:608:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:552:608:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:552:1141:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:553:842:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:553:842:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:553:1144:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:553:1144:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:553:1144:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:553:1144:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:554:555:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:554:608:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:554:1164:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:554:1164:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:554:1164:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:554:1164:3,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:554:1164:3,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:555:608:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:555:1144:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:556:595:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:556:595:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:556:595:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:556:595:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:556:597:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:556:629:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:556:629:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:556:629:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:556:629:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:XFMR:557:1493:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:XFMR:557:1493:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:558:994:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:559:997:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:559:997:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:559:997:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:559:997:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:559:1467:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:559:1467:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:560:593:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:XFMR:560:1494:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:XFMR:560:1494:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:561:567:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:561:587:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:561:598:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:562:763:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:562:764:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:563:809:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:564:1540:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:565:1401:N,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:565:1525:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:566:987:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:567:588:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:567:588:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:567:588:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:567:588:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:567:1497:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:567:1497:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:567:1497:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:567:1497:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:568:591:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:568:841:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:569:591:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:569:591:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:569:591:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:569:591:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:569:592:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:570:622:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:570:622:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:570:622:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:570:622:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:570:1506:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:570:1506:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:570:1506:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:570:1506:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:571:1528:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:571:1531:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:571:1531:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:571:1531:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:571:1531:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:572:831:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:572:1160:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:573:920:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:574:1014:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:575:1192:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:576:1053:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:577:578:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:577:613:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:578:846:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:580:589:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:580:589:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:XFMR:580:1496:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:XFMR:580:1496:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:580:1499:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:581:582:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:581:840:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:582:583:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:584:840:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:584:1498:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:584:1523:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:585:586:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:586:598:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:587:625:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:588:996:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:588:996:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:588:996:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:588:996:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:589:594:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:589:594:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:589:594:2,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:589:594:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:XFMR:589:1497:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:XFMR:589:1497:2,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
PERFORM2019:AC:591:843:1,line_cable_or_equivalent_not_identified,retain_pinned_canonical_electrical_element,ineligible_until_physical_or_synthetic_realization_declared
PERFORM2019:AC:591:843:1,electrically_identical_parallel_ID_assignment_ambiguous,preserve_all_parallel_elements_and_candidate_ID_set,no_individual_physical_circuit_claim
